酒名英文字段,酒名中文字段,年份字段,单价字段,散支字段,官网链接,供货商,供货商代码,上传时间
Egly Ouriet Brut Grand Cru Millesime,欧歌利 年份香槟,2006.0,3350.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Emmanuel Brochet Rose de Saignee,Emmanuel Brochet 粉红香槟,,1900.0,12,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Emmanuel Brochet Rose de Saignee,Emmanuel Brochet 粉红香槟,,1900.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Frederic Savart L'Ouverture 1er Cru NV,,,490.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Frederic Savart Les Pinots V15.16,Frederic Savart 黑皮诺 V15.16,,1150.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Gaspard Brochet 333b Brut Nature,,,1050.0,17,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Gaspard Brochet 333b Brut Nature,,,1050.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Gaspard Brochet 333c Brut Nature,,,1000.0,22,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Gaspard Brochet Cochon Pinot de Sacy Blanc de Noirs Tome I,,,3300.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Gaspard Brochet Cochon Pinot Noir de Sacy Tome I.II,,,3300.0,11,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Gaspard Brochet Lion Pinot Noir Tome III,,,1950.0,11,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Grands Terroirs, Palmer & Co 1.5L (giftbox)",珀漫 Grands Terroirs 年份香槟 1.5L (礼盒),2003.0,2600.0,35,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Guillaume Selosse Largillier,归勒姆 塞洛斯 拉杰,,4000.0,4,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Henri Giraud Argonne Grand Cru (giftbox),亨利吉罗 Argonne (礼盒),2013.0,3200.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Henri Giraud Ay Grand Cru Fut de Chene MV17,,,1300.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Jacques Selosse Exquise (disg 04/17),塞洛斯 Exquise (除渣 04/17),,4200.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Jacques Selosse Exquise (disg 11/13),塞洛斯 Exquise (除渣 11/13),,4600.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Jacques Selosse Initial (disg 04/08),塞洛斯 Initial (除渣 04/08),,4100.0,11,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Jacques Selosse Initial (disg 07/13),塞洛斯 Initial (除渣 07/13),,3900.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Jacques Selosse Rose,塞洛斯 Rose,,4900.0,20,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Jerome Prevost La Closerie Fac Simile Rose,杰罗姆 普雷沃斯特 La Closerie 粉红香槟,,4200.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Jerome Prevost La Closerie Les Beguines LC18,杰罗姆 普雷沃斯特 Les Beguines LC18,,2300.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Krug (giftbox),库克年份 (礼盒),1989.0,6700.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Krug (soiled label),库克年份 (污标),1989.0,6600.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Krug Collection (giftbox),库克 收藏家香槟 (礼盒),1995.0,7200.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Krug Collection (giftbox),库克 收藏家香槟 (礼盒),1961.0,34000.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Krug Grande Cuvee (1982-1995),库克 (1982-1995),,5500.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Krug Private Cuvee,库克 Private Cuvee,,13800.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Laurent Perrier Grand Siecle,罗兰百悦 盛世香槟,1990.0,2700.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Louis Roederer Cristal,路易王妃 水晶香槟,1994.0,2800.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Louis Roederer Cristal,路易王妃 水晶香槟,1993.0,4600.0,4,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Louis Roederer Cristal (giftbox),路易王妃 水晶香槟 (礼盒),2006.0,1950.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Louis Roederer Cristal (giftbox),路易王妃 水晶香槟 (礼盒),2002.0,3000.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Louis Roederer Cristal (giftbox),路易王妃 水晶香槟 (礼盒),1995.0,4400.0,11,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Louis Roederer Cristal (soiled label),路易王妃 水晶香槟 (污标),1988.0,4900.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Louis Roederer Cristal Vinotheque,路易王妃 水晶香槟 Vinotheque,1995.0,10500.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Marguet Ambonnay Grand Cru,魔爵 Ambonnay 年份香槟,2011.0,600.0,24,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Marguet Sapience (giftbox),魔爵 生命之花 (礼盒),2013.0,1600.0,10,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Michel Fallon Ozanne Blanc de Blancs (Dig 2017),米歇尔 法伦. Ozanne 白中白 (Dig 2017),,3200.0,5,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Pierre Peters Cuvee Speciale Les Chetillons Blanc de Blancs (soiled label),,2009.0,3600.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Piper Heidsieck,白雪,1973.0,2900.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Remi Leroy Blanc de Noirs,,2017.0,450.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Remi Leroy Les Crots Rose de Saignee,雷米 乐桦 Les Crots 粉红香槟,2018.0,480.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Remi Leroy Mer sur Mont Blanc de Quatre Cepages,雷米 乐桦 Mer sur Mont 香槟,2014.0,580.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Romain Henin Auguste II 1er Cru Brut Nature,,,1600.0,8,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Salon Cuvee 'S' Le Mesnil Blanc de Blancs (owc),沙龙香槟 (原箱),2012.0,7700.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Salon Cuvee 'S' Le Mesnil Blanc de Blancs (soiled label),沙龙香槟 (污标),1982.0,17000.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Siret Cote des Bar Blanc de Noirs (ocb),Siret Cote des Bar 黑中白 (原箱),2014.0,800.0,42,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Siret Cote des Blancs Grand Cru Blanc de Blancs,Siret Cote des Bar 白中白,2013.0,800.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Siret Cote des Blancs Grand Cru Blanc de Blancs (ocb),Siret Cote des Bar 白中白 (原箱),2013.0,800.0,12,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Taittinger Collection (giftbox),泰廷爵 珍藏香槟 (礼盒),1986.0,2300.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Taittinger Collection Sebastiao Salgado (giftbox),泰廷爵 珍藏香槟 Sebastiao Salgado (礼盒),2008.0,1600.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Taittinger Comtes de Champagne Blanc de Blancs,泰廷爵 白中白香槟,1996.0,4900.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Ulysse Collin Le Jardin d'Ulysse Extra Brut (ocb),尤利斯科林 尤利斯园 (原箱),2015.0,5200.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Ulysse Collin Les Enfers Blanc de Blancs,尤利斯科林 Les Enfers 白中白,2015.0,4200.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Ulysse Collin Les Maillons Blanc de Noirs (ocb),尤利斯科林 Les Maillons 黑中白 (原箱),,2900.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Ulysse Collin Les Maillons Blanc de Noirs (ocb),尤利斯科林 Les Maillons 黑中白 (原箱),,2900.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Ulysse Collin Les Maillons Rose de Saignee V17,尤利斯 科林. Les Maillons 粉红香槟 V17,,3850.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Ulysse Collin Les Pierrieres Blanc de Blancs (ocb),尤利斯科林 Les Pierriere 白中白 (原箱),,3400.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Ulysse Collin Les Roises Blanc de Blancs,尤利斯科林 Les Roises 白中白,2014.0,4250.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Vouette et Sorbee Blanc d'Argile R19,沃特 索贝. Blanc d'Argile R19,,750.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Vouette et Sorbee Cuvee Fidele R17,沃特 索贝. Fidele R17,,850.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Vouette et Sorbee Cuvee Fidele R19,沃特 索贝. Fidele R19,,750.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Vouette et Sorbee Texture R18,沃特 索贝. Texture R18,,1050.0,7,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Arbois Cuvee des Docteurs Melon a Queue Rouge, Lucien Aviet",吕西安 阿维. Cuvee des Docteurs 红梗霞多丽 干白,2018.0,390.0,10,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Arbois Cuvee des Docteurs Melon a Queue Rouge, Lucien Aviet",吕西安 阿维. Cuvee des Docteurs 红梗霞多丽 干白,2018.0,390.0,4,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Arbois Reserve du Caveau, Lucien Aviet",吕西安 阿维. Reserve du Caveau 红梗霞多丽 干白,2014.0,490.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Cotes du Jura Chardonnay Les Chalasses VV, Ganevat",佳乐华. 汝拉丘 霞多丽 Les Chalasses 老藤 干白,2016.0,1400.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Cotes du Jura Chardonnay Les Chalasses VV, Ganevat",佳乐华. 汝拉丘 霞多丽 Les Chalasses 老藤 干白,2012.0,1600.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Cotes du Jura Chardonnay Les Chalasses VV, Ganevat",佳乐华. 汝拉丘 霞多丽 Les Chalasses 老藤 干白,2011.0,1700.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Domaine de la Grange des Peres,格兰奇佩斯酒庄,2016.0,2400.0,11,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Statera Pinot Noir, Domaine de Bellevue",,2020.0,1300.0,5,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Grandes Rogeries, Terra Vita Vinum",,2020.0,570.0,57,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Grandes Rogeries, Terra Vita Vinum",,2019.0,600.0,19,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Pouilly Fuisse 1er Jus des Hauts des Vignes, Guffens Heynen",古芬 海宁. 普伊 富赛 Hauts des Vignes 第一次榨汁,2017.0,3800.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Pouilly Fuisse, Leflaive",勒弗莱. 普伊 富赛 村酒,2022.0,800.0,5,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Pouilly Fume Buisson Renard, Didier Dagueneau",狐狸,2002.0,2500.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Pouilly Fume Silex, Didier Dagueneau",燧石 (原箱),2009.0,2250.0,24,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Pouilly Fume Silex, Didier Dagueneau",燧石,2001.0,4100.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Sancerre Clos de la Neore, Edmond Vatan",爱德蒙德 瓦坦. 桑塞尔 尼奥尔园,2016.0,3150.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Sancerre Clos de la Neore, Edmond Vatan",爱德蒙德 瓦坦. 桑塞尔 尼奥尔园,2013.0,3500.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Sancerre Clos de la Neore, Edmond Vatan",爱德蒙德 瓦坦. 桑塞尔 尼奥尔园,2008.0,4600.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Saumur Blanc La Charpentrie, Domaine du Collier",Domaine du Collier. 索米尔 干白 La Charpentrie,2018.0,1100.0,7,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Saumur Blanc, Domaine du Collier",Domaine du Collier. 索米尔 干白,2017.0,750.0,8,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Saumur Champigny Breze, Clos Rougeard",红雅. 索米尔 尚皮尼 Breze 干白,2014.0,2700.0,8,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Saumur Champigny Le Bourg, Clos Rougeard",红雅. 索米尔 尚皮尼 Le Bourg,2000.0,4300.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Saumur Champigny Le Bourg, Clos Rougeard",红雅. 索米尔 尚皮尼 Le Bourg,1995.0,5000.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Saumur Champigny Les Poyeaux, Clos Rougeard",红雅. 索米尔 尚皮尼 Les Poyeaux,2007.0,2500.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Achillee Chenin Blanc, Deboutbertin",Deboutbertin. Achillee 白诗南 干白,2018.0,320.0,70,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"L'Echalier Chenin Blanc, Bertin Delatte",Bertin Delatte. L'Echalier 白诗南 干白,2018.0,290.0,51,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Les Aussigouins Vin Blanc, Mai et Kenji Hodgson",,2017.0,400.0,22,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"VDF Les Nourrissons, Stephane Bernaudeau",斯蒂芬 贝尔诺多. VDF Nourrissons,2019.0,3000.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"VDF Les Nourrissons, Stephane Bernaudeau",斯蒂芬 贝尔诺多. VDF Nourrissons,2012.0,3100.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"VDF Les Ongles, Stephane Bernaudeau",斯蒂芬 贝尔诺多. VDF Les Ongles,2015.0,2550.0,15,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"VDF Les Terres Blanches, Stephane Bernaudeau",斯蒂芬 贝尔诺多. 白土,2019.0,2200.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Zeltinger Sonnenuhr Riesling TBA, Selbach Oster 37.5cl",Selbach Oster TBA 半瓶,1990.0,1800.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"CDP Cuvee da Capo, Pegau",佩高,2000.0,3950.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"CDP Cuvee da Capo, Pegau 3L",佩高 3L,2003.0,19000.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"CDP Cuvee Laurence, Pegau",佩高.教皇新堡 罗伦斯,1989.0,1700.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"CDP Pignan, Rayas",稀雅丝 Pignan,2013.0,3300.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"CDP Pignan, Rayas",稀雅丝 Pignan,2010.0,3900.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"CDP Reserve Auguste Favier, Domaine St Prefert",圣琵飞. 教皇新堡 Auguste Favier 珍藏,2010.0,850.0,5,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"CDP Reserve Blanc, Rayas",稀雅丝 干白,2007.0,6000.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"CDP Reserve, Domaine de la Vieille Julienne",朱丽安. 教皇新堡 珍藏,2010.0,1800.0,5,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"CDP Reserve, Rayas",稀雅丝,1985.0,16000.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Fonsalette Syrah, Rayas (ocb)",稀雅丝 Fonsalette 西拉 (原箱),2006.0,5000.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Cornas Chaillot, Allemand",Allemand. 科尔纳斯 Chaillot,2013.0,2600.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Cornas Chaillot, Allemand (soiled label)",Allemand. 科尔纳斯 Chaillot (污标),1999.0,4900.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Cornas Les Vieilles Vignes, Alain Voge",Alain Voge. 科尔纳 老藤,2010.0,1450.0,7,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Cornas, Auguste Clape",Auguste Clape. 科尔纳斯,2012.0,1400.0,9,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Cornas, Auguste Clape",Auguste Clape. 科尔纳斯,2002.0,1200.0,8,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Cornas, Auguste Clape",Auguste Clape. 科尔纳斯,1998.0,2100.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Cote Rotie Cote Brune, Jamet",杰美特. 罗第丘 棕丘,2007.0,4700.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Cote Rotie d'Ampuis, Guigal",吉佳乐. 罗第丘 d'Ampuis,1999.0,1500.0,12,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Cote Rotie Elegance, Jamet 50cl",杰美特. 罗第丘 优雅 50cl,2006.0,1500.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Cote Rotie La Barbarine, Gangloff",Gangloff. 罗第丘 La Barbarine,2018.0,1900.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Cote Rotie La Barbarine, Gangloff",Gangloff. 罗第丘 La Barbarine,2013.0,2100.0,5,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Cote Rotie La Barbarine, Gangloff",Gangloff. 罗第丘 La Barbarine,2012.0,2250.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Cote Rotie La Landonne, Delas",Delas. 罗第丘 朗德园,2009.0,2400.0,9,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Cote Rotie La Landonne, Delas",Delas. 罗第丘 朗德园,2009.0,2400.0,4,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Cote Rotie La Landonne, Guigal (soiled label)",吉佳乐. 朗德园 (污标),1995.0,3800.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Cote Rotie La Mouline, Guigal",吉佳乐. 慕林园,2015.0,2800.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Cote Rotie La Sereine Noire, Gangloff",Gangloff. 罗第丘 La Sereine Noire,2019.0,2300.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Cote Rotie La Sereine Noire, Gangloff",Gangloff. 罗第丘 La Sereine Noire,2013.0,2900.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Cote Rotie La Turque, Guigal",吉佳乐. 图克园,2000.0,2700.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Cote Rotie, Jamet",Jamet. 罗第丘,2007.0,2600.0,9,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Cote Rotie, Jamet",Jamet. 罗第丘,2004.0,2500.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Cote Rotie, Jamet",Jamet. 罗第丘,1999.0,4400.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau de Fonsalette,芳莎丽庄,2011.0,2500.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau de Fonsalette,芳莎丽庄,2010.0,3300.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Cotes du Rhone, Chateau des Tours",稀雅丝. 隆河丘 村酒,2009.0,1500.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Cotes du Rhone, Chateau des Tours",稀雅丝. 隆河丘 村酒,2007.0,1800.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Cotes du Rhone, Chateau des Tours",稀雅丝. 隆河丘 村酒,2002.0,1900.0,4,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Cotes du Rhone, Chateau des Tours",稀雅丝. 隆河丘 村酒,2002.0,1900.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Ermitage L'Ermite, Chapoutier",莎普蒂尔. 埃米塔 L'Ermite,2001.0,2400.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Ermitage L'Ermite, Chapoutier 1.5L",莎普蒂尔. 埃米塔 L'Ermite 1.5L,1998.0,5600.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Ermitage Le Pavillon, Chapoutier (owc)",莎普蒂尔. 埃米塔 Le Pavillon (原箱),2000.0,1700.0,10,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Hermitage Blanc, JL Chave",沙夫. 埃米塔白,2001.0,2400.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Hermitage La Chapelle, Paul Jaboulet Aine",小教堂,1998.0,1400.0,13,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Hermitage La Chapelle, Paul Jaboulet Aine",小教堂,1996.0,1100.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Hermitage La Chapelle, Paul Jaboulet Aine",小教堂,1994.0,1300.0,22,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
